Category,ViewPath,Substitutions,en-US*,en-US,"ref=""0""","ref=""1""","ref=""2""","ref=""3""","ref=""4""","ref=""5""","ref=""6""","ref=""7""","ref=""8""","ref=""9""","ref=""10""","ref=""11""","ref=""12""","ref=""13""","ref=""14""","ref=""15"""
<AlarmClassDisplayNameCategory>,BTNN_VACM_V1_1_relay_dp4_AnSon\No Acknowledgement\AlarmClassData_IDisplayNaming_DisplayName,,NA,NA,,,,,,,,,,,,,,,,
<AlarmClassDisplayNameCategory>,BTNN_VACM_V1_1_relay_dp4_AnSon\No Acknowledgement\ShortName,,NA,NA,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 12\Network title,,NẠP LIỆU NỒI TRỘN,NẠP LIỆU NỒI TRỘN,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\BU_TRU,,Nếu =false thì CAN_DƯ luôn bằng 0,Nếu =false thì CAN_DƯ luôn bằng 0,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\CAN DU,,Nếu BU_TRU=false thì CAN_DU luôn =0,Nếu BU_TRU=false thì CAN_DU luôn =0,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\Network 1\Network comment,,"Nếu BU_TRU=false thì CAN_Du luôn bằng 0, khi đó nếu KL_Bu_Tru không được nhập thì KL_BU luôn =0.0
Thực tế trong chưng trình này, các điều kiện đang khiến CAN_DU=0.0 và KL_BU=0.0
Khi đó SS_DUOI=SV_IN - W_DU","Nếu BU_TRU=false thì CAN_Du luôn bằng 0, khi đó nếu KL_Bu_Tru không được nhập thì KL_BU luôn =0.0
Thực tế trong chưng trình này, các điều kiện đang khiến CAN_DU=0.0 và KL_BU=0.0
Khi đó SS_DUOI=SV_IN - W_DU",,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\Network 8\Network comment,,"Nếu khối lượng đầu vào vượt qua khối lượng Rơi tự do, thì bắt đầu đếm thời gian cho việc rơi thêm (trong AUTO thôi)
nếu thời gian đếm nhiều hơn thời gian cài đặt (là thời gian đợi cho lượng rơi thêm) thì SET bít để chuyển qua bước chạy Thô Tinh #RUN_T/T

Có một nhánh phu khi không có tác động Auto,Man nào để chạy, nhưng nếu trước đó có bật MAN1 hoặc MAN2  thì STA_RUN nó đang được giữ trong thời gian rơi thêm","Nếu khối lượng đầu vào vượt qua khối lượng Rơi tự do, thì bắt đầu đếm thời gian cho việc rơi thêm (trong AUTO thôi)
nếu thời gian đếm nhiều hơn thời gian cài đặt (là thời gian đợi cho lượng rơi thêm) thì SET bít để chuyển qua bước chạy Thô Tinh #RUN_T/T

Có một nhánh phu khi không có tác động Auto,Man nào để chạy, nhưng nếu trước đó có bật MAN1 hoặc MAN2  thì STA_RUN nó đang được giữ trong thời gian rơi thêm",,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 3\Network comment,,"Nếu ở chế độ Tự động, mà TANG SẤY chưa được mở thì không bật được Băng tải xiêng, tương tự nếu chưa mở BTX thì không mở được BTN","Nếu ở chế độ Tự động, mà TANG SẤY chưa được mở thì không bật được Băng tải xiêng, tương tự nếu chưa mở BTX thì không mở được BTN",,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\KL_BU,,Nhập băng KL_tru_bu hoặc nếu cân bị Cân Dư,Nhập băng KL_tru_bu hoặc nếu cân bị Cân Dư,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#8_RD_REPORT [DB8]\TEMP_AG,,Nhiệt độ cốt liệu,Nhiệt độ cốt liệu,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\TEMP_AGG,,Nhiệt độ cốt liệu hiển thị,Nhiệt độ cốt liệu hiển thị,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#8_RD_REPORT [DB8]\TEMP_AP,,Nhiệt độ nhựa,Nhiệt độ nhựa,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\TEMP_NHUA,,Nhiệt độ nhựa hiển thị,Nhiệt độ nhựa hiển thị,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#6_WD_CALIB [DB6]\ZERO_TEMP_AG,,Nhiệt độ T1 Cốt liệu Agg,Nhiệt độ T1 Cốt liệu Agg,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#6_WD_CALIB [DB6]\ZERO_TEMP_AP,,Nhiệt độ T1 Nhựa,Nhiệt độ T1 Nhựa,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#6_WD_CALIB [DB6]\ZERO_TEMP_TS,,Nhiệt độ T1 tan sấy,Nhiệt độ T1 tan sấy,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#6_WD_CALIB [DB6]\ZERO_TEMP_TL,,Nhiệt độ T1 Túi lọc,Nhiệt độ T1 Túi lọc,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#6_WD_CALIB [DB6]\SPAN_TEMP_AG,,Nhiệt độ T2 Cốt kiệu Agg,Nhiệt độ T2 Cốt kiệu Agg,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#6_WD_CALIB [DB6]\SPAN_TEMP_AP,,Nhiệt độ T2 Nhựa,Nhiệt độ T2 Nhựa,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#6_WD_CALIB [DB6]\SPAN_TEMP_TS,,Nhiệt độ T2 tan sấy,Nhiệt độ T2 tan sấy,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#6_WD_CALIB [DB6]\SPAN_TEMP_TL,,Nhiệt độ T2 Túi lọc,Nhiệt độ T2 Túi lọc,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\TEMP_TANSAY,,Nhiệt độ tan sấy hiển thị,Nhiệt độ tan sấy hiển thị,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#8_RD_REPORT [DB8]\TEMP_TS,,Nhiệt độ tang sấy,Nhiệt độ tang sấy,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\TEMP_TUILOC,,Nhiệt độ túi lọc hiển thị,Nhiệt độ túi lọc hiển thị,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\NOI TRON\Comment,,Nồi trộn,Nồi trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\NOI TRON,,Nồi trộn,Nồi trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\EMTY_IN,,Nút nhấn (hoặc tín hiệu trên phần mềm) báo cân rỗng,Nút nhấn (hoặc tín hiệu trên phần mềm) báo cân rỗng,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_BTN,,Nút nhấn Băng tải ngang,Nút nhấn Băng tải ngang,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_BTX,,Nút nhấn Băng tải xiên,Nút nhấn Băng tải xiên,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\FU_IN,,Nút nhấn báo đầy Silo (phần mềm ghi xuống),Nút nhấn báo đầy Silo (phần mềm ghi xuống),,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_FU_AG1,,Nút nhấn Báo đầy silo AG1,Nút nhấn Báo đầy silo AG1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_FU_AG2,,Nút nhấn Báo đầy silo AG2,Nút nhấn Báo đầy silo AG2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_FU_AG3,,Nút nhấn Báo đầy silo AG3,Nút nhấn Báo đầy silo AG3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_FU_AG4,,Nút nhấn Báo đầy silo AG4,Nút nhấn Báo đầy silo AG4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_FU_AG5,,Nút nhấn Báo đầy silo AG5,Nút nhấn Báo đầy silo AG5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_FU_AP1,,Nút nhấn Báo đầy silo AP1,Nút nhấn Báo đầy silo AP1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_FU_FD1,,Nút nhấn Báo đầy silo FD1,Nút nhấn Báo đầy silo FD1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_FU_SB1,,Nút nhấn Báo đầy silo SBS1,Nút nhấn Báo đầy silo SBS1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_BOM TUOI NHUA,,Nút nhấn Bổ sung 1,Nút nhấn Bổ sung 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_XA HET AGG,,Nút nhấn Bổ sung 2,Nút nhấn Bổ sung 2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_DAU DOT,,Nút nhấn Bổ sung 3,Nút nhấn Bổ sung 3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_VAN_PNSBS,,Nút nhấn Bổ sung 4,Nút nhấn Bổ sung 4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_NOTE 5,,Nút nhấn Bổ sung 5,Nút nhấn Bổ sung 5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_NOTE 6,,Nút nhấn Bổ sung 6,Nút nhấn Bổ sung 6,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_NOTE 7,,Nút nhấn Bổ sung 7,Nút nhấn Bổ sung 7,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_BOM DAU,,Nút nhấn Bơm dầu DO,Nút nhấn Bơm dầu DO,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_BOM SBS,,Nút nhấn Bơm nạp hạt nhựa SBS,Nút nhấn Bơm nạp hạt nhựa SBS,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_CAN AP1,,Nút nhấn Bơm nhựa,Nút nhấn Bơm nhựa,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_BOM NUOC,,Nút nhấn Bơm nước lọc bụi,Nút nhấn Bơm nước lọc bụi,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_ZERO_AG1,,Nút nhấn chỉnh 0 cân AG1,Nút nhấn chỉnh 0 cân AG1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_ZERO_AP1,,Nút nhấn chỉnh 0 cân AP1,Nút nhấn chỉnh 0 cân AP1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_ZERO_FD1,,Nút nhấn chỉnh 0 cân FD1,Nút nhấn chỉnh 0 cân FD1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_ZERO_SB1,,Nút nhấn chỉnh 0 cân SBS1,Nút nhấn chỉnh 0 cân SBS1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_ZERO_TEMP TS,,Nút nhấn chỉnh 0 nhiệt độ 1,Nút nhấn chỉnh 0 nhiệt độ 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_ZERO_TEMP AG,,Nút nhấn chỉnh 0 nhiệt độ 2,Nút nhấn chỉnh 0 nhiệt độ 2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_ZERO_TEMP AP,,Nút nhấn chỉnh 0 nhiệt độ 3,Nút nhấn chỉnh 0 nhiệt độ 3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_ZERO_TEMP TL,,Nút nhấn chỉnh 0 nhiệt độ 4,Nút nhấn chỉnh 0 nhiệt độ 4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_SPAN_AG1,,Nút nhấn chỉnh tải cân AG1,Nút nhấn chỉnh tải cân AG1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_SPAN_AP1,,Nút nhấn chỉnh tải cân AP1,Nút nhấn chỉnh tải cân AP1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_SPAN_FD1,,Nút nhấn chỉnh tải cân FD1,Nút nhấn chỉnh tải cân FD1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_SPAN_SB1,,Nút nhấn chỉnh tải cân SBS1,Nút nhấn chỉnh tải cân SBS1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_SPAN_TEMP TS,,Nút nhấn chỉnh tải nhiệt độ 1,Nút nhấn chỉnh tải nhiệt độ 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_SPAN_TEMP AG,,Nút nhấn chỉnh tải nhiệt độ 2,Nút nhấn chỉnh tải nhiệt độ 2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_SPAN_TEMP AP,,Nút nhấn chỉnh tải nhiệt độ 3,Nút nhấn chỉnh tải nhiệt độ 3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_SPAN_TEMP TL,,Nút nhấn chỉnh tải nhiệt độ 4,Nút nhấn chỉnh tải nhiệt độ 4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_GAU COT LIEU,,Nút nhấn Gàu tải cốt liệu nóng,Nút nhấn Gàu tải cốt liệu nóng,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_GAU FD,,Nút nhấn Gàu tải phụ F/D,Nút nhấn Gàu tải phụ F/D,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_MNK,,Nút nhấn Máy nén khí,Nút nhấn Máy nén khí,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_NOI TRON,,Nút nhấn Nồi trộn,Nút nhấn Nồi trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_QUAT GIO,,Nút nhấn Quạt gió lọc bụi,Nút nhấn Quạt gió lọc bụi,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_RUNG AG1,,Nút nhấn rung phễu cân AG1,Nút nhấn rung phễu cân AG1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_RUNG FD1,,Nút nhấn rung phễu cân FD1,Nút nhấn rung phễu cân FD1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_RUNG SB1,,Nút nhấn rung phễu cân SBS1,Nút nhấn rung phễu cân SBS1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_SAN RUNG,,Nút nhấn Sàn rung cốt liệu,Nút nhấn Sàn rung cốt liệu,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_TANG SAY,,Nút nhấn Tang sấy cốt liệu,Nút nhấn Tang sấy cốt liệu,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_CAN AG1,,Nút nhấn Van cân AG1,Nút nhấn Van cân AG1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_CAN AG2,,Nút nhấn Van cân AG2,Nút nhấn Van cân AG2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_CAN AG3,,Nút nhấn Van cân AG3,Nút nhấn Van cân AG3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_CAN AG4,,Nút nhấn Van cân AG4,Nút nhấn Van cân AG4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_CAN AG5,,Nút nhấn Van cân AG5,Nút nhấn Van cân AG5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_CAN FD1,,Nút nhấn Van cân F/D,Nút nhấn Van cân F/D,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_CAN SB1,,Nút nhấn Van cân hạt nhựa SBS,Nút nhấn Van cân hạt nhựa SBS,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_DONG CUA,,Nút nhấn Van đóng cửa nồi trộn,Nút nhấn Van đóng cửa nồi trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_MO CUA,,Nút nhấn Van mở cửa nồi trộn,Nút nhấn Van mở cửa nồi trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\NN_VIT TAI FD,,Nút nhấn Vít tải F/D,Nút nhấn Vít tải F/D,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\XAC NHAN CAN DU,,Nút nhấn xác nhận cân dư,Nút nhấn xác nhận cân dư,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#2_WB [DB2]\SETUP_MODE_DOC_LAP,,"OFF=cộng dồn, ON=độc lập","OFF=cộng dồn, ON=độc lập",,,,,,,,,,,,,,,,
